"Supplementary Table 1: Journal articles included in the data set, showing numbers of compounds and assays extracted from each and ChEMBL document identifiers."						
						
Source	Number compounds	Number assays	Number activities	Protocol 1	Protocol 2	ChEMBL document identifier
"Med Chem Res (2013), 22(7), 3185-3192 (DOI:10.1007/s00044-012-0290-9)"	9	9	55	Manual data extraction	Data standardisation and curation	CHEMBL3045306
"Med Chem Res (2012), 21(1), 60-74 (DOI:10.1007/s00044-010-9491-2)"	18	5	90	Manual data extraction	Data standardisation and curation	CHEMBL3045307
"Med Chem Res (2012), 21(10), 2827-2830 (DOI:10.1007/s00044-011-9809-8)"	6	4	24	Manual data extraction	Data standardisation and curation	CHEMBL3045308
"Med Chem Res (2008), 17(2), 437-444 (DOI:10.1007/s00044-007-9078-8)"	6	2	11	Manual data extraction	Data standardisation and curation	CHEMBL3045309
"Med Chem Res (2013), 22(3), 1488-1496 (DOI:10.1007/s00044-012-0102-2)"	12	6	72	Manual data extraction	Data standardisation and curation	CHEMBL3045310
"J Agric Food Chem (2005), 53(13), 5187-5191 (PMID:15969495)"	11	10	30	Manual data extraction	Data standardisation and curation	CHEMBL3045311
"Arch Insect Biochem Physiol (1996), 32(3), 659-669 (PMID:8756313)"	15	17	37	Manual data extraction	Data standardisation and curation	CHEMBL3045312
"Med Chem Res (2013), 22(7), 3379-3388 (DOI:10.1007/s00044-012-0354-x)"	5	33	75	Manual data extraction	Data standardisation and curation	CHEMBL3045313
"Med Chem Res (2012), 21(9), 2652-2660 (DOI:10.1007/s00044-011-9790-2)"	30	2	60	Manual data extraction	Data standardisation and curation	CHEMBL3045314
"Med Chem Res (2012), 21(10), 2990-2997 (DOI:10.1007/s00044-011-9824-9)"	67	4	268	Manual data extraction	Data standardisation and curation	CHEMBL3045315
"Med Chem Res (2013), 22(6), 3026-3034 (DOI:10.1007/s00044-012-0310-9)"	10	8	28	Manual data extraction	Data standardisation and curation	CHEMBL3045316
"Med Chem Res (2009), 18(5), 362-372 (DOI:10.1007/s00044-008-9133-0)"	6	7	27	Manual data extraction	Data standardisation and curation	CHEMBL3045317
"Med Chem Res (2005), 14(4), 198-210 (DOI:10.1007/s00044-005-0134-y)"	11	19	106	Manual data extraction	Data standardisation and curation	CHEMBL3045318
"Med Chem Res (2013), 22(3), 1339-1355 (DOI:10.1007/s00044-012-0142-7)"	20	21	420	Manual data extraction	Data standardisation and curation	CHEMBL3045319
"Med Chem Res (2012), 21(7), 1062-1070 (DOI:10.1007/s00044-011-9610-8)"	16	4	48	Manual data extraction	Data standardisation and curation	CHEMBL3045320
"Crop Protection (2011), 30(8), 1028-1033 (DOI:10.1016/j.cropro.2011.04.004)"	3	16	46	Manual data extraction	Data standardisation and curation	CHEMBL3045321
"J Pesticide Sci (2006), 31(3), 305-310 (DOI:10.1584/jpestics.31.305)"	40	21	156	Manual data extraction	Data standardisation and curation	CHEMBL3045322
"Med Chem Res (2012), 21(11), 3620-3628 (DOI:10.1007/s00044-011-9899-3)"	20	6	111	Manual data extraction	Data standardisation and curation	CHEMBL3045323
"Med Chem Res (2013), 22(1), 78-87 (DOI:10.1007/s00044-012-0017-y)"	31	13	171	Manual data extraction	Data standardisation and curation	CHEMBL3045324
"J Pesticide Sci (1996), 21(2), 203-207 (DOI:10.1584/jpestics.21.203)"	4	42	43	Manual data extraction	Data standardisation and curation	CHEMBL3045325
"J Agric Food Chem (2000), 48(8), 3642-3645 (PMID:10956163)"	7	4	13	Manual data extraction	Data standardisation and curation	CHEMBL3045326
"Med Chem Res (2013), 22(9), 4211-4222 (DOI:10.1007/s00044-012-0424-0)"	15	4	120	Manual data extraction	Data standardisation and curation	CHEMBL3045327
"Molecules (2007), 12(12), 2589-2598 (PMID:18259145)"	6	3	18	Manual data extraction	Data standardisation and curation	CHEMBL3045328
"Med Chem Res (2012), 21(10), 3177-3181 (DOI:10.1007/s00044-011-9856-1)"	8	7	25	Manual data extraction	Data standardisation and curation	CHEMBL3045329
"Med Chem Res (2013), 22(1), 211-218 (DOI:10.1007/s00044-012-0021-2)"	12	14	93	Manual data extraction	Data standardisation and curation	CHEMBL3045330
"Med Chem Res (2012), 21(8), 1577-1586 (DOI:10.1007/s00044-011-9674-5)"	16	7	105	Manual data extraction	Data standardisation and curation	CHEMBL3045331
"Med Chem Res (2013), 22(6), 2553-2560 (DOI:10.1007/s00044-012-0253-1)"	18	20	204	Manual data extraction	Data standardisation and curation	CHEMBL3045332
"Tetrahedron (2013), 69(12), 2613-2618 (DOI:10.1016/j.tet.2013.01.043)"	7	4	28	Manual data extraction	Data standardisation and curation	CHEMBL3045333
"Med Chem Res (2011), 20(6), 752-759 (DOI:10.1007/s00044-010-9384-4)"	27	1	27	Manual data extraction	Data standardisation and curation	CHEMBL3045334
"Med Chem Res (2012), 21(11), 3809-3817 (DOI:10.1007/s00044-011-9915-7)"	19	8	100	Manual data extraction	Data standardisation and curation	CHEMBL3045335
"Chem Pharm Bull (Tokyo) (2003), 51(9), 1113-1116 (PMID:12951461)"	14	5	70	Manual data extraction	Data standardisation and curation	CHEMBL3045336
"Med Chem Res (2005), 14(3), 169-179 (DOI:10.1007/s00044-005-0132-0)"	10	4	40	Manual data extraction	Data standardisation and curation	CHEMBL3045337
"Med Chem Res (2011), 20(2), 239-244 (DOI:10.1007/s00044-010-9312-7)"	9	7	45	Manual data extraction	Data standardisation and curation	CHEMBL3045338
"Chem Pharm Bull (Tokyo) (1992), 30(8), 2996-3004 (DOI:10.1248/cpb.30.2996)"	23	25	365	Manual data extraction	Data standardisation and curation	CHEMBL3045339
"J Agric Food Chem (2000), 48(11), 5283-5287 (PMID:11087473)"	11	5	20	Manual data extraction	Data standardisation and curation	CHEMBL3045340
"Pest Manag Sci (2012), 68(2), 164-169 (PMID:21717567)"	2	3	4	Manual data extraction	Data standardisation and curation	CHEMBL3045341
"J Pesticide Sci (2009), 34(1), 37-42 (DOI:10.1584/jpestics.G08-29)"	13	10	26	Manual data extraction	Data standardisation and curation	CHEMBL3045342
"J Agric Food Chem (2012), 60(30), 7345-7351 (PMID:22769561)"	17	3	36	Manual data extraction	Data standardisation and curation	CHEMBL3045343
"Med Chem Res (2013), 22(8), 3991-4000 (DOI:10.1007/s00044-012-0386-2)"	3	15	30	Manual data extraction	Data standardisation and curation	CHEMBL3045344
"Med Chem Res (2013), 22(5), 2493-2504 (DOI:10.1007/s00044-012-0244-2)"	11	5	21	Manual data extraction	Data standardisation and curation	CHEMBL3045345
"Med Chem Res (2009), 18(1), 43-48 (DOI:10.1007/s00044-008-9105-4)"	12	1	12	Manual data extraction	Data standardisation and curation	CHEMBL3045346
"Bioorg. Med. Chem. Lett. (2010), 20(8), 2500-2502 (PMID:20346661)"	11	9	93	Manual data extraction	Data standardisation and curation	CHEMBL3045347
"Med Chem Res (2012), 21(8), 2123-2132 (DOI:10.1007/s00044-011-9685-2)"	1	1	1	Manual data extraction	Data standardisation and curation	CHEMBL3045348
"J Agric Food Chem (2011), 59(22), 12109-12115 (PMID:21999101)"	2	80	156	Manual data extraction	Data standardisation and curation	CHEMBL3045349
"Pest Manag Sci (2010), 66(4), 406-411 (PMID:19960491)"	1	14	15	Manual data extraction	Data standardisation and curation	CHEMBL3045350
"Med Chem Res (2013), 22(9), 4183-4191 (DOI:10.1007/s00044-012-0291-8)"	1	9	9	Manual data extraction	Data standardisation and curation	CHEMBL3045351
"J Agric Food Chem (2009), 57(23), 11168-11173 (PMID:19891481)"	6	19	31	Manual data extraction	Data standardisation and curation	CHEMBL3045352
"Pest Manag Sci (2010), 66(12), 1298-1303 (PMID:20799251)"	27	5	102	Manual data extraction	Data standardisation and curation	CHEMBL3045353
"Med Chem Res (2013), 22(7), 3193-3203 (DOI:10.1007/s00044-012-0306-5)"	29	19	125	Manual data extraction	Data standardisation and curation	CHEMBL3045354
"Med Chem Res (2012), 21(6), 908-921 (DOI:10.1007/s00044-011-9600-x)"	29	18	137	Manual data extraction	Data standardisation and curation	CHEMBL3045355
"Med Chem Res (2012), 21(2), 257-267 (DOI:10.1007/s00044-010-9532-x)"	9	12	56	Manual data extraction	Data standardisation and curation	CHEMBL3045356
"J Agric Food Chem (2008), 56(15), 6751-6760 (PMID:18611026)"	4	52	90	Manual data extraction	Data standardisation and curation	CHEMBL3045357
"Med Chem Res (2013), 22(2), 995-1003 (DOI:10.1007/s00044-012-0094-y)"	7	15	27	Manual data extraction	Data standardisation and curation	CHEMBL3045358
"Med Chem Res (2006), 15(7), 452-462 (DOI:10.1007/s00044-006-0032-y)"	9	8	64	Manual data extraction	Data standardisation and curation	CHEMBL3045359
"Toxins (Basel) (2010), 2(8), 1943-1962 (PMID:22069667)"	9	6	11	Manual data extraction	Data standardisation and curation	CHEMBL3045360
"Med Chem Res (2011), 20(9), 1482-1489 (DOI:10.1007/s00044-010-9390-6)"	17	1	17	Manual data extraction	Data standardisation and curation	CHEMBL3045361
"Med Chem Res (2013), 22(1), 88-93 (DOI:10.1007/s00044-012-0015-0)"	4	2	8	Manual data extraction	Data standardisation and curation	CHEMBL3045362
"Med Chem Res (2012), 21(8), 1991-1996 (DOI:10.1007/s00044-011-9725-y)"	21	7	141	Manual data extraction	Data standardisation and curation	CHEMBL3045363
"Med Chem Res (2013), 22(2), 681-691 (DOI:10.1007/s00044-012-0058-2)"	12	5	25	Manual data extraction	Data standardisation and curation	CHEMBL3045364
"J Agric Food Chem (2006), 54(18), 6593-6597 (PMID:16939314)"	11	6	33	Manual data extraction	Data standardisation and curation	CHEMBL3045365
"Med Chem Res (2013), 22(6), 2539-2552 (DOI:10.1007/s00044-012-0261-1)"	6	9	10	Manual data extraction	Data standardisation and curation	CHEMBL3045366
"Med Chem Res (2013), 22(1), 360-366 (DOI:10.1007/s00044-012-0029-7)"	6	1	12	Manual data extraction	Data standardisation and curation	CHEMBL3045367
"J Agric Food Chem (2009), 57(7), 2849-2855 (PMID:19271709)"	19	14	180	Manual data extraction	Data standardisation and curation	CHEMBL3045368
"J. Neurochem. (2000), 75(3), 1294-1303 (PMID:10936213)"	16	7	49	Manual data extraction	Data standardisation and curation	CHEMBL3045369
"Med Chem Res (2012), 21(10), 3294-3300 (DOI:10.1007/s00044-011-9875-y)"	21	4	28	Manual data extraction	Data standardisation and curation	CHEMBL3045370
"J Pesticide Sci (1999), 24(3), 262-269 (DOI:10.1584/jpestics.24.262)"	12	1	12	Manual data extraction	Data standardisation and curation	CHEMBL3045371
"Med Chem Res (2005), 14(5), 241-259 (DOI:10.1007/s00044-005-0137-8)"	17	3	23	Manual data extraction	Data standardisation and curation	CHEMBL3045372
"Med Chem Res (2013), 22(4), 1538-1548 (DOI:10.1007/s00044-012-0149-0)"	16	2	32	Manual data extraction	Data standardisation and curation	CHEMBL3045373
"J Agric Food Chem (2005), 53(9), 3415-3420 (PMID:15853381)"	7	33	67	Manual data extraction	Data standardisation and curation	CHEMBL3045374
"Med Chem Res (2012), 21(8), 1751-1761 (DOI:10.1007/s00044-011-9693-2)"	22	8	156	Manual data extraction	Data standardisation and curation	CHEMBL3045375
"Med Chem Res (2013), 22(7), 3478-3484 (DOI:10.1007/s00044-012-0349-7)"	27	1	27	Manual data extraction	Data standardisation and curation	CHEMBL3045376
"Phytochemistry (2000), 55(3), 217-222 (PMID:11142845)"	1	12	12	Manual data extraction	Data standardisation and curation	CHEMBL3045377
"Med Chem Res (2010), 19(2), 127-135 (DOI:10.1007/s00044-009-9178-8)"	10	16	144	Manual data extraction	Data standardisation and curation	CHEMBL3045378
"J Pesticide Sci (1992), 17(4), 251-259 (DOI:10.1584/jpestics.17.4_251)"	76	8	83	Manual data extraction	Data standardisation and curation	CHEMBL3045379
"Med Chem Res (2012), 21(10), 3154-3160 (DOI:10.1007/s00044-011-9848-1)"	1	12	14	Manual data extraction	Data standardisation and curation	CHEMBL3045380
"Med Chem Res (2013), 22(6), 2946-2953 (DOI:10.1007/s00044-012-0297-2)"	2	4	4	Manual data extraction	Data standardisation and curation	CHEMBL3045381
"Med Chem Res (2012), 21(6), 711-721 (DOI:10.1007/s00044-011-9575-7)"	5	12	17	Manual data extraction	Data standardisation and curation	CHEMBL3045382
"Med Chem Res (2011), 20(8), 1331-1339 (DOI:10.1007/s00044-010-9481-4)"	12	9	108	Manual data extraction	Data standardisation and curation	CHEMBL3045383
"Crop Protection (2010), 29(9), 1011-1014 (DOI:10.1016/j.cropro.2010.05.009)"	5	29	29	Manual data extraction	Data standardisation and curation	CHEMBL3045384
"Med Chem Res (2013), 22(3), 1131-1141 (DOI:10.1007/s00044-012-0115-x)"	22	15	167	Manual data extraction	Data standardisation and curation	CHEMBL3045385
"Med Chem Res (2013), 22(7), 3061-3075 (DOI:10.1007/s00044-012-0353-y)"	36	5	56	Manual data extraction	Data standardisation and curation	CHEMBL3045386
"J Pesticide Sci (1994), 19(4), 299-304 (DOI:10.1584/jpestics.19.4_299)"	41	4	134	Manual data extraction	Data standardisation and curation	CHEMBL3045387
"Pest Manag Sci (2010), 66(1), 35-43 (PMID:19728323)"	2	24	94	Manual data extraction	Data standardisation and curation	CHEMBL3045388
"Med Chem Res (2012), 21(5), 578-583 (DOI:10.1007/s00044-011-9559-7)"	17	4	64	Manual data extraction	Data standardisation and curation	CHEMBL3045389
"Med Chem Res (2008), 17(2), 386-398 (DOI:10.1007/s00044-007-9074-z)"	10	5	28	Manual data extraction	Data standardisation and curation	CHEMBL3045390
"Med Chem Res (2007), 16(7), 392-401 (DOI:10.1007/s00044-007-9051-6)"	7	48	192	Manual data extraction	Data standardisation and curation	CHEMBL3045391
"Med Chem Res (2013), 22(11), 5267-5273 (DOI:10.1007/s00044-013-0535-2)"	6	8	32	Manual data extraction	Data standardisation and curation	CHEMBL3045392
"Bioorg. Med. Chem. (2009), 17(12), 4241-4256 (PMID:19167895)"	36	57	278	Manual data extraction	Data standardisation and curation	CHEMBL3045393
"Med Chem Res (2012), 21(10), 3146-3153 (DOI:10.1007/s00044-011-9847-2)"	5	1	5	Manual data extraction	Data standardisation and curation	CHEMBL3045394
"Med Chem Res (2012), 21(10), 3133-3139 (DOI:10.1007/s00044-011-9844-5)"	7	4	30	Manual data extraction	Data standardisation and curation	CHEMBL3045395
"Biosci. Biotechnol. Biochem. (1999), 63(2), 361-367 (DOI:10.1271/bbb.63.361)"	8	2	14	Manual data extraction	Data standardisation and curation	CHEMBL3045396
"Med Chem Res (2012), 21(11), 3699-3708 (DOI:10.1007/s00044-011-9919-3)"	13	3	32	Manual data extraction	Data standardisation and curation	CHEMBL3045397
"J Pesticide Sci (2006), 31(2), 95-101 (DOI:10.1584/jpestics.31.95)"	1	84	84	Manual data extraction	Data standardisation and curation	CHEMBL3045398
"Med Chem Res (2012), 21(7), 1090-1097 (DOI:10.1007/s00044-011-9607-3)"	18	8	72	Manual data extraction	Data standardisation and curation	CHEMBL3045399
"J Pesticide Sci (2012), 37(1), 80-84 (DOI:10.1584/jpestics.D11-006)"	11	1	11	Manual data extraction	Data standardisation and curation	CHEMBL3045400
"Med Chem Res (2012), 21(9), 2526-2547 (DOI:10.1007/s00044-011-9776-0)"	45	15	572	Manual data extraction	Data standardisation and curation	CHEMBL3045401
"Med Chem Res (2012), 21(12), 3958-3964 (DOI:10.1007/s00044-011-9926-4)"	32	2	122	Manual data extraction	Data standardisation and curation	CHEMBL3045402
"J Agric Food Chem (2004), 52(11), 3530-3535 (PMID:15161226)"	6	11	66	Manual data extraction	Data standardisation and curation	CHEMBL3045403
"J Pesticide Sci (1992), 17(2), 91-98 (DOI:10.1584/jpestics.17.2_91)"	33	3	99	Manual data extraction	Data standardisation and curation	CHEMBL3045404
"J Agric Food Chem (2011), 59(8), 4315-4320 (PMID:21401104)"	3	26	72	Manual data extraction	Data standardisation and curation	CHEMBL3045405
"Biosci. Biotechnol. Biochem. (1999), 63(2), 349-355 (DOI:10.1271/bbb.63.349)"	121	10	1210	Manual data extraction	Data standardisation and curation	CHEMBL3045406
"Med Chem Res (2012), 21(7), 1261-1270 (DOI:10.1007/s00044-011-9642-0)"	23	4	88	Manual data extraction	Data standardisation and curation	CHEMBL3045407
"Med Chem Res (2013), 22(4), 1529-1537 (DOI:10.1007/s00044-012-0174-z)"	43	2	85	Manual data extraction	Data standardisation and curation	CHEMBL3045408
"Med Chem Res (2012), 21(9), 2223-2228 (DOI:10.1007/s00044-011-9747-5)"	13	4	20	Manual data extraction	Data standardisation and curation	CHEMBL3045409
"Med Chem Res (2013), 22(4), 1723-1729 (DOI:10.1007/s00044-012-0170-3)"	10	14	86	Manual data extraction	Data standardisation and curation	CHEMBL3045410
"Crop Protection (2010), 29(9), 1021-1025 (DOI:10.1016/j.cropro.2010.06.006)"	4	1	4	Manual data extraction	Data standardisation and curation	CHEMBL3045411
"J Agric Food Chem (2011), 59(11), 5945-5954 (PMID:21524113)"	5	2	5	Manual data extraction	Data standardisation and curation	CHEMBL3045412
"J Agric Food Chem (2002), 50(6), 1736-1738 (PMID:11879067)"	2	3	6	Manual data extraction	Data standardisation and curation	CHEMBL3045413
"Med Chem Res (2013), 22(4), 1756-1761 (DOI:10.1007/s00044-012-0167-y)"	10	1	10	Manual data extraction	Data standardisation and curation	CHEMBL3045414
"Med Chem Res (2012), 21(8), 1811-1816 (DOI:10.1007/s00044-011-9696-z)"	16	6	84	Manual data extraction	Data standardisation and curation	CHEMBL3045415
"Med Chem Res (2013), 22(3), 1147-1162 (DOI:10.1007/s00044-012-0116-9)"	39	8	132	Manual data extraction	Data standardisation and curation	CHEMBL3045416
"Tetrahedron (2000), 56(29), 5085-5091 (DOI:10.1016/S0040-4020(00)00423-3)"	5	1	5	Manual data extraction	Data standardisation and curation	CHEMBL3045417
"Med Chem Res (2013), 22(11), 5218-5226 (DOI:10.1007/s00044-013-0517-4)"	16	5	24	Manual data extraction	Data standardisation and curation	CHEMBL3045418
"J Pesticide Sci (1997), 22(3), 230-232 (DOI:10.1584/jpestics.22.230)"	17	5	85	Manual data extraction	Data standardisation and curation	CHEMBL3045419
"Med Chem Res (2008), 17(2), 245-257 (DOI:10.1007/s00044-007-9058-z)"	1	34	34	Manual data extraction	Data standardisation and curation	CHEMBL3045420
"Med Chem Res (2013), 22(5), 2293-2302 (DOI:10.1007/s00044-012-0224-6)"	18	18	273	Manual data extraction	Data standardisation and curation	CHEMBL3045421
"Med Chem Res (2013), 22(12), 5789-5797 (DOI:10.1007/s00044-013-0568-6)"	36	10	336	Manual data extraction	Data standardisation and curation	CHEMBL3045422
"J Agric Food Chem (2003), 51(17), 4920-4923 (PMID:12903946)"	4	14	38	Manual data extraction	Data standardisation and curation	CHEMBL3045423
"Med Chem Res (2011), 20(9), 1632-1637 (DOI:10.1007/s00044-010-9460-9)"	8	2	8	Manual data extraction	Data standardisation and curation	CHEMBL3045424
"J Agric Food Chem (2009), 57(3), 846-851 (PMID:19191669)"	4	18	26	Manual data extraction	Data standardisation and curation	CHEMBL3045425
"Med Chem Res (2005), 14(4), 211-228 (DOI:10.1007/s00044-005-0135-x)"	19	39	619	Manual data extraction	Data standardisation and curation	CHEMBL3045426
"Med Chem Res (2011), 20(9), 1696-1703 (DOI:10.1007/s00044-010-9496-x)"	10	12	60	Manual data extraction	Data standardisation and curation	CHEMBL3045427
"Med Chem Res (2012), 21(12), 4535-4541 (DOI:10.1007/s00044-012-9989-x)"	1	35	35	Manual data extraction	Data standardisation and curation	CHEMBL3045428
"Med Chem Res (2013), 22(11), 5490-5503 (DOI:10.1007/s00044-013-0544-1)"	32	10	286	Manual data extraction	Data standardisation and curation	CHEMBL3045429
"Bioorg. Med. Chem. Lett. (2011), 21(18), 5177-5180 (PMID:21835617)"	18	6	67	Manual data extraction	Data standardisation and curation	CHEMBL3045430
"Med Chem Res (2007), 16(5), 238-257 (DOI:10.1007/s00044-007-9028-5)"	1	9	9	Manual data extraction	Data standardisation and curation	CHEMBL3045431
